Line	Event	Signal	Text
21	<none>	WOULD_REPAIR	STEP C1 SHADOW LIFECYCLE GUARD: event-driven execution/source obligations; WOULD_REPAIR only; no physical repair.
917	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
1869	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
3122	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
3894	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
6009	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
7118	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
8227	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
9191	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
10091	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
12096	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
13313	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
14291	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
15636	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
16981	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
18298	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
19508	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
20735	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
21993	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
22260	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
23335	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
23602	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
24937	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
25819	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
26585	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
27530	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
28621	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
31041	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
31842	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
32715	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
32809	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
33899	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
33993	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
34655	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
35548	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
35642	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
36943	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
39250	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
40395	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
41901	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
42971	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
44116	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
44917	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
59315	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
60146	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
60239	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
60382	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
61167	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
61910	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
64655	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
65790	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
67230	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
68722	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
70132	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
70867	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
71753	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
73077	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
76877	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
77827	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
79649	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
80505	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
80598	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
80741	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
81686	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
82661	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
83771	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
83864	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
84007	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
84977	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
85927	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
87299	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
87392	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
87535	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
89889	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
90814	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
91816	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
93364	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
93457	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
93600	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
94545	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
95495	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
96867	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
96960	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
97103	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
98048	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
99030	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
100007	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
101379	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
101472	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
101615	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
102560	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
103510	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
104470	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
104563	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
104706	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
106711	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
107661	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
108690	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
109521	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
109614	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
109757	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
110727	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
111787	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
112789	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
113595	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
113688	C1-O2 OUTER BINDING	OUTSTANDING_TRUE	Outstanding: 1
113831	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
114751	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
